ItemID,Time slot,SellingPriceDec
1,16,7
1,17,7
1,18,7
1,19,7
1,20,7
1,21,7
1,22,7
1,23,7
1,24,7
1,0,7
1,1,7
2,16,8
2,17,8
2,18,8
2,19,8
2,20,8
2,21,8
2,22,8
2,23,8
2,24,8
2,0,8
2,1,8
3,16,12
3,17,12
3,18,12
3,19,12
3,20,12
3,21,12
3,22,12
3,23,12
3,24,12
3,0,12
3,1,12
4,16,21
4,17,21
4,18,21
4,19,21
4,20,21
4,21,21
4,22,21
4,23,21
4,24,21
4,0,21
4,1,21
5,16,8
5,17,8
5,18,8
5,19,8
5,20,8
5,21,8
5,22,8
5,23,8
5,24,8
5,0,8
5,1,8
6,16,10
6,17,10
6,18,10
6,19,10
6,20,10
6,21,10
6,22,10
6,23,10
6,24,10
6,0,10
6,1,10
12,16,30
12,17,30
12,18,30
12,19,30
12,20,30
12,21,30
12,22,30
12,23,30
12,24,30
12,0,30
12,1,30
14,16,10
14,17,10
14,18,10
14,19,10
14,20,10
14,21,10
14,22,10
14,23,10
14,24,10
14,0,10
14,1,10
15,16,35
15,17,35
15,18,35
15,19,35
15,20,35
15,21,35
15,22,35
15,23,35
15,24,35
15,0,35
15,1,35
16,16,5
16,17,5
16,18,5
16,19,5
16,20,5
16,21,5
16,22,5
16,23,5
16,24,5
16,0,5
16,1,5
18,16,55
18,17,55
18,18,55
18,19,55
18,20,55
18,21,55
18,22,55
18,23,55
18,24,55
18,0,55
18,1,55
19,16,20
19,17,20
19,18,20
19,19,20
19,20,20
19,21,20
19,22,20
19,23,20
19,24,20
19,0,20
19,1,20
20,16,25
20,17,25
20,18,25
20,19,25
20,20,25
20,21,25
20,22,25
20,23,25
20,24,25
20,0,25
20,1,25
21,16,30
21,17,30
21,18,30
21,19,30
21,20,30
21,21,30
21,22,30
21,23,30
21,24,30
21,0,30
21,1,30
22,16,15
22,17,15
22,18,15
22,19,15
22,20,15
22,21,15
22,22,15
22,23,15
22,24,15
22,0,15
22,1,15
23,16,20
23,17,20
23,18,20
23,19,20
23,20,20
23,21,20
23,22,20
23,23,20
23,24,20
23,0,20
23,1,20
24,16,25
24,17,25
24,18,25
24,19,25
24,20,25
24,21,25
24,22,25
24,23,25
24,24,25
24,0,25
24,1,25
25,16,10
25,17,10
25,18,10
25,19,10
25,20,10
25,21,10
25,22,10
25,23,10
25,24,10
25,0,10
25,1,10
26,16,5
26,17,5
26,18,5
26,19,5
26,20,5
26,21,5
26,22,5
26,23,5
26,24,5
26,0,5
26,1,5
41,16,15
41,17,15
41,18,15
41,19,15
41,20,15
41,21,15
41,22,15
41,23,15
41,24,15
41,0,15
41,1,15
45,16,10
45,17,10
45,18,10
45,19,10
45,20,10
45,21,10
45,22,10
45,23,10
45,24,10
45,0,10
45,1,10
46,16,18
46,17,18
46,18,18
46,19,18
46,20,18
46,21,18
46,22,18
46,23,18
46,24,18
46,0,18
46,1,18
47,16,10
47,17,10
47,18,10
47,19,10
47,20,10
47,21,10
47,22,10
47,23,10
47,24,10
47,0,10
47,1,10
48,16,10
48,17,10
48,18,10
48,19,10
48,20,10
48,21,10
48,22,10
48,23,10
48,24,10
48,0,10
48,1,10
49,16,20
49,17,20
49,18,20
49,19,20
49,20,20
49,21,20
49,22,20
49,23,20
49,24,20
49,0,20
49,1,20
50,16,20
50,17,20
50,18,20
50,19,20
50,20,20
50,21,20
50,22,20
50,23,20
50,24,20
50,0,20
50,1,20
51,16,15
51,17,15
51,18,15
51,19,15
51,20,15
51,21,15
51,22,15
51,23,15
51,24,15
51,0,15
51,1,15
54,16,20
54,17,20
54,18,20
54,19,20
54,20,20
54,21,20
54,22,20
54,23,20
54,24,20
54,0,20
54,1,20
73,16,30
73,17,30
73,18,30
73,19,30
73,20,30
73,21,30
73,22,30
73,23,30
73,24,30
73,0,30
73,1,30
74,16,25
74,17,25
74,18,25
74,19,25
74,20,25
74,21,25
74,22,25
74,23,25
74,24,25
74,0,25
74,1,25
76,16,33
76,17,33
76,18,33
76,19,33
76,20,33
76,21,33
76,22,33
76,23,33
76,24,33
76,0,33
76,1,33
93,16,32
93,17,32
93,18,32
93,19,32
93,20,32
93,21,32
93,22,32
93,23,32
93,24,32
93,0,32
93,1,32
94,16,14
94,17,14
94,18,14
94,19,14
94,20,14
94,21,14
94,22,14
94,23,14
94,24,14
94,0,14
94,1,14
98,16,10
98,17,10
98,18,10
98,19,10
98,20,10
98,21,10
98,22,10
98,23,10
98,24,10
98,0,10
98,1,10
99,16,10
99,17,10
99,18,10
99,19,10
99,20,10
99,21,10
99,22,10
99,23,10
99,24,10
99,0,10
99,1,10
100,16,35
100,17,35
100,18,35
100,19,35
100,20,35
100,21,35
100,22,35
100,23,35
100,24,35
100,0,35
100,1,35
102,16,10
102,17,10
102,18,10
102,19,10
102,20,10
102,21,10
102,22,10
102,23,10
102,24,10
102,0,10
102,1,10
103,16,10
103,17,10
103,18,10
103,19,10
103,20,10
103,21,10
103,22,10
103,23,10
103,24,10
103,0,10
103,1,10
104,16,10
104,17,10
104,18,10
104,19,10
104,20,10
104,21,10
104,22,10
104,23,10
104,24,10
104,0,10
104,1,10
105,16,25
105,17,25
105,18,25
105,19,25
105,20,25
105,21,25
105,22,25
105,23,25
105,24,25
105,0,25
105,1,25
107,16,10
107,17,10
107,18,10
107,19,10
107,20,10
107,21,10
107,22,10
107,23,10
107,24,10
107,0,10
107,1,10
108,16,20
108,17,20
108,18,20
108,19,20
108,20,20
108,21,20
108,22,20
108,23,20
108,24,20
108,0,20
108,1,20
123,16,8
123,17,8
123,18,8
123,19,8
123,20,8
123,21,8
123,22,8
123,23,8
123,24,8
123,0,8
123,1,8
124,16,25
124,17,25
124,18,25
124,19,25
124,20,25
124,21,25
124,22,25
124,23,25
124,24,25
124,0,25
124,1,25
125,16,35
125,17,35
125,18,35
125,19,35
125,20,35
125,21,35
125,22,35
125,23,35
125,24,35
125,0,35
125,1,35
126,16,40
126,17,40
126,18,40
126,19,40
126,20,40
126,21,40
126,22,40
126,23,40
126,24,40
126,0,40
126,1,40
127,16,55
127,17,55
127,18,55
127,19,55
127,20,55
127,21,55
127,22,55
127,23,55
127,24,55
127,0,55
127,1,55
128,16,25
128,17,25
128,18,25
128,19,25
128,20,25
128,21,25
128,22,25
128,23,25
128,24,25
128,0,25
128,1,25
129,16,16
129,17,16
129,18,16
129,19,16
129,20,16
129,21,16
129,22,16
129,23,16
129,24,16
129,0,16
129,1,16
130,16,21
130,17,21
130,18,21
130,19,21
130,20,21
130,21,21
130,22,21
130,23,21
130,24,21
130,0,21
130,1,21
131,16,21
131,17,21
131,18,21
131,19,21
131,20,21
131,21,21
131,22,21
131,23,21
131,24,21
131,0,21
131,1,21
132,16,21
132,17,21
132,18,21
132,19,21
132,20,21
132,21,21
132,22,21
132,23,21
132,24,21
132,0,21
132,1,21
133,16,21
133,17,21
133,18,21
133,19,21
133,20,21
133,21,21
133,22,21
133,23,21
133,24,21
133,0,21
133,1,21
134,16,15
134,17,15
134,18,15
134,19,15
134,20,15
134,21,15
134,22,15
134,23,15
134,24,15
134,0,15
134,1,15
135,16,21
135,17,21
135,18,21
135,19,21
135,20,21
135,21,21
135,22,21
135,23,21
135,24,21
135,0,21
135,1,21
136,16,25
136,17,25
136,18,25
136,19,25
136,20,25
136,21,25
136,22,25
136,23,25
136,24,25
136,0,25
136,1,25
137,16,30
137,17,30
137,18,30
137,19,30
137,20,30
137,21,30
137,22,30
137,23,30
137,24,30
137,0,30
137,1,30
138,16,22
138,17,22
138,18,22
138,19,22
138,20,22
138,21,22
138,22,22
138,23,22
138,24,22
138,0,22
138,1,22
139,16,21
139,17,21
139,18,21
139,19,21
139,20,21
139,21,21
139,22,21
139,23,21
139,24,21
139,0,21
139,1,21
140,16,26
140,17,26
140,18,26
140,19,26
140,20,26
140,21,26
140,22,26
140,23,26
140,24,26
140,0,26
140,1,26
141,16,40
141,17,40
141,18,40
141,19,40
141,20,40
141,21,40
141,22,40
141,23,40
141,24,40
141,0,40
141,1,40
142,16,25
142,17,25
142,18,25
142,19,25
142,20,25
142,21,25
142,22,25
142,23,25
142,24,25
142,0,25
142,1,25
143,16,16
143,17,16
143,18,16
143,19,16
143,20,16
143,21,16
143,22,16
143,23,16
143,24,16
143,0,16
143,1,16
144,16,20
144,17,20
144,18,20
144,19,20
144,20,20
144,21,20
144,22,20
144,23,20
144,24,20
144,0,20
144,1,20
145,16,40
145,17,40
145,18,40
145,19,40
145,20,40
145,21,40
145,22,40
145,23,40
145,24,40
145,0,40
145,1,40
146,16,85
146,17,85
146,18,85
146,19,85
146,20,85
146,21,85
146,22,85
146,23,85
146,24,85
146,0,85
146,1,85
147,16,75
147,17,75
147,18,75
147,19,75
147,20,75
147,21,75
147,22,75
147,23,75
147,24,75
147,0,75
147,1,75
148,16,90
148,17,90
148,18,90
148,19,90
148,20,90
148,21,90
148,22,90
148,23,90
148,24,90
148,0,90
148,1,90
149,16,3
149,17,3
149,18,3
149,19,3
149,20,3
149,21,3
149,22,3
149,23,3
149,24,3
149,0,3
149,1,3
150,16,6
150,17,6
150,18,6
150,19,6
150,20,6
150,21,6
150,22,6
150,23,6
150,24,6
150,0,6
150,1,6
151,16,12
151,17,12
151,18,12
151,19,12
151,20,12
151,21,12
151,22,12
151,23,12
151,24,12
151,0,12
151,1,12
152,16,15
152,17,15
152,18,15
152,19,15
152,20,15
152,21,15
152,22,15
152,23,15
152,24,15
152,0,15
152,1,15
153,16,17
153,17,17
153,18,17
153,19,17
153,20,17
153,21,17
153,22,17
153,23,17
153,24,17
153,0,17
153,1,17
154,16,22
154,17,22
154,18,22
154,19,22
154,20,22
154,21,22
154,22,22
154,23,22
154,24,22
154,0,22
154,1,22
155,16,27
155,17,27
155,18,27
155,19,27
155,20,27
155,21,27
155,22,27
155,23,27
155,24,27
155,0,27
155,1,27
156,16,30
156,17,30
156,18,30
156,19,30
156,20,30
156,21,30
156,22,30
156,23,30
156,24,30
156,0,30
156,1,30
157,16,32
157,17,32
157,18,32
157,19,32
157,20,32
157,21,32
157,22,32
157,23,32
157,24,32
157,0,32
157,1,32
158,16,14
158,17,14
158,18,14
158,19,14
158,20,14
158,21,14
158,22,14
158,23,14
158,24,14
158,0,14
158,1,14
159,16,20
159,17,20
159,18,20
159,19,20
159,20,20
159,21,20
159,22,20
159,23,20
159,24,20
159,0,20
159,1,20
160,16,25
160,17,25
160,18,25
160,19,25
160,20,25
160,21,25
160,22,25
160,23,25
160,24,25
160,0,25
160,1,25
161,16,12
161,17,12
161,18,12
161,19,12
161,20,12
161,21,12
161,22,12
161,23,12
161,24,12
161,0,12
161,1,12
162,16,18
162,17,18
162,18,18
162,19,18
162,20,18
162,21,18
162,22,18
162,23,18
162,24,18
162,0,18
162,1,18
163,16,20
163,17,20
163,18,20
163,19,20
163,20,20
163,21,20
163,22,20
163,23,20
163,24,20
163,0,20
163,1,20
164,16,81
164,17,81
164,18,81
164,19,81
164,20,81
164,21,81
164,22,81
164,23,81
164,24,81
164,0,81
164,1,81
165,16,30
165,17,30
165,18,30
165,19,30
165,20,30
165,21,30
165,22,30
165,23,30
165,24,30
165,0,30
165,1,30
166,16,85
166,17,85
166,18,85
166,19,85
166,20,85
166,21,85
166,22,85
166,23,85
166,24,85
166,0,85
166,1,85
167,16,10
167,17,10
167,18,10
167,19,10
167,20,10
167,21,10
167,22,10
167,23,10
167,24,10
167,0,10
167,1,10
168,16,27
168,17,27
168,18,27
168,19,27
168,20,27
168,21,27
168,22,27
168,23,27
168,24,27
168,0,27
168,1,27
169,16,25
169,17,25
169,18,25
169,19,25
169,20,25
169,21,25
169,22,25
169,23,25
169,24,25
169,0,25
169,1,25
170,16,20
170,17,20
170,18,20
170,19,20
170,20,20
170,21,20
170,22,20
170,23,20
170,24,20
170,0,20
170,1,20
171,16,20
171,17,20
171,18,20
171,19,20
171,20,20
171,21,20
171,22,20
171,23,20
171,24,20
171,0,20
171,1,20
172,16,80
172,17,80
172,18,80
172,19,80
172,20,80
172,21,80
172,22,80
172,23,80
172,24,80
172,0,80
172,1,80
173,16,45
173,17,45
173,18,45
173,19,45
173,20,45
173,21,45
173,22,45
173,23,45
173,24,45
173,0,45
173,1,45
174,16,12
174,17,12
174,18,12
174,19,12
174,20,12
174,21,12
174,22,12
174,23,12
174,24,12
174,0,12
174,1,12
175,16,18
175,17,18
175,18,18
175,19,18
175,20,18
175,21,18
175,22,18
175,23,18
175,24,18
175,0,18
175,1,18
176,16,30
176,17,30
176,18,30
176,19,30
176,20,30
176,21,30
176,22,30
176,23,30
176,24,30
176,0,30
176,1,30
177,16,95
177,17,95
177,18,95
177,19,95
177,20,95
177,21,95
177,22,95
177,23,95
177,24,95
177,0,95
177,1,95
178,16,40
178,17,40
178,18,40
178,19,40
178,20,40
178,21,40
178,22,40
178,23,40
178,24,40
178,0,40
178,1,40
179,16,23
179,17,23
179,18,23
179,19,23
179,20,23
179,21,23
179,22,23
179,23,23
179,24,23
179,0,23
179,1,23
180,16,170
180,17,170
180,18,170
180,19,170
180,20,170
180,21,170
180,22,170
180,23,170
180,24,170
180,0,170
180,1,170
181,16,10
181,17,10
181,18,10
181,19,10
181,20,10
181,21,10
181,22,10
181,23,10
181,24,10
181,0,10
181,1,10
182,16,95
182,17,95
182,18,95
182,19,95
182,20,95
182,21,95
182,22,95
182,23,95
182,24,95
182,0,95
182,1,95
183,16,20
183,17,20
183,18,20
183,19,20
183,20,20
183,21,20
183,22,20
183,23,20
183,24,20
183,0,20
183,1,20
184,16,25
184,17,25
184,18,25
184,19,25
184,20,25
184,21,25
184,22,25
184,23,25
184,24,25
184,0,25
184,1,25
185,16,25
185,17,25
185,18,25
185,19,25
185,20,25
185,21,25
185,22,25
185,23,25
185,24,25
185,0,25
185,1,25
186,16,18
186,17,18
186,18,18
186,19,18
186,20,18
186,21,18
186,22,18
186,23,18
186,24,18
186,0,18
186,1,18
187,16,15
187,17,15
187,18,15
187,19,15
187,20,15
187,21,15
187,22,15
187,23,15
187,24,15
187,0,15
187,1,15
188,16,18
188,17,18
188,18,18
188,19,18
188,20,18
188,21,18
188,22,18
188,23,18
188,24,18
188,0,18
188,1,18
189,16,12
189,17,12
189,18,12
189,19,12
189,20,12
189,21,12
189,22,12
189,23,12
189,24,12
189,0,12
189,1,12
190,16,15
190,17,15
190,18,15
190,19,15
190,20,15
190,21,15
190,22,15
190,23,15
190,24,15
190,0,15
190,1,15
191,16,20
191,17,20
191,18,20
191,19,20
191,20,20
191,21,20
191,22,20
191,23,20
191,24,20
191,0,20
191,1,20
192,16,20
192,17,20
192,18,20
192,19,20
192,20,20
192,21,20
192,22,20
192,23,20
192,24,20
192,0,20
192,1,20
193,16,18
193,17,18
193,18,18
193,19,18
193,20,18
193,21,18
193,22,18
193,23,18
193,24,18
193,0,18
193,1,18
194,16,10
194,17,10
194,18,10
194,19,10
194,20,10
194,21,10
194,22,10
194,23,10
194,24,10
194,0,10
194,1,10
195,16,35
195,17,35
195,18,35
195,19,35
195,20,35
195,21,35
195,22,35
195,23,35
195,24,35
195,0,35
195,1,35
196,16,25
196,17,25
196,18,25
196,19,25
196,20,25
196,21,25
196,22,25
196,23,25
196,24,25
196,0,25
196,1,25
197,16,2
197,17,2
197,18,2
197,19,2
197,20,2
197,21,2
197,22,2
197,23,2
197,24,2
197,0,2
197,1,2
198,16,20
198,17,20
198,18,20
198,19,20
198,20,20
198,21,20
198,22,20
198,23,20
198,24,20
198,0,20
198,1,20
900,16,100
900,17,100
900,18,100
900,19,100
900,20,100
900,21,100
900,22,100
900,23,100
900,24,100
900,0,100
900,1,100
901,16,-100
901,17,-100
901,18,-100
901,19,-100
901,20,-100
901,21,-100
901,22,-100
901,23,-100
901,24,-100
901,0,-100
901,1,-100
902,16,25
902,17,25
902,18,25
902,19,25
902,20,25
902,21,25
902,22,25
902,23,25
902,24,25
902,0,25
902,1,25
903,16,5
903,17,5
903,18,5
903,19,5
903,20,5
903,21,5
903,22,5
903,23,5
903,24,5
903,0,5
903,1,5
